energy_keV,g4_10_per_primary,g4_11_per_primary,ratio,approx_ratio_error
1.0,0.00015000000000000001,0.00017,1.1333333333333333,0.4014787481115099
3.0,0.0002,0.00022,1.1,0.3398529093593286
5.0,0.00023,0.00023,1.0,0.29488391230979427
7.0,0.00028000000000000003,0.00027,0.9642857142857142,0.26009151226479227
9.0,0.00019,0.00027,1.4210526315789473,0.4255302087919814
11.0,0.00033000000000000005,0.00027,0.818181818181818,0.21231789386223351
13.0,0.00027,0.00019,0.7037037037037037,0.21072209241962322
15.0,0.0004,0.00025,0.625,0.15934435979977454
17.0,0.00035000000000000005,0.00028000000000000003,0.7999999999999999,0.20283702113484392
19.0,0.00021,0.00032,1.523809523809524,0.42794108343167164
21.0,0.00037000000000000005,0.00045000000000000004,1.2162162162162162,0.2699047930641723
23.0,0.00028000000000000003,0.00030000000000000003,1.0714285714285714,0.2815383604351305
25.0,0.00032,0.0004,1.25,0.29646353064078557
27.0,0.00034,0.00038,1.1176470588235294,0.2638394123281419
29.0,0.00035000000000000005,0.00048000000000000007,1.3714285714285714,0.30482992438216067
31.0,0.00037000000000000005,0.00046,1.2432432432432432,0.27454616138782517
33.0,0.00047000000000000004,0.00047000000000000004,1.0,0.20628424925175867
35.0,0.00039000000000000005,0.00047000000000000004,1.205128205128205,0.26103650378009735
37.0,0.00043000000000000004,0.00043000000000000004,1.0,0.21566554640687682
39.0,0.0005300000000000001,0.0004900000000000001,0.9245283018867925,0.18322482750097913
41.0,0.00036,0.00030000000000000003,0.8333333333333334,0.2060055135304351
43.0,0.0004,0.00045000000000000004,1.125,0.24447009019509933
45.0,0.00035000000000000005,0.00036,1.0285714285714285,0.24416215994673338
47.0,0.00025,0.00031,1.24,0.33332266649599457
49.0,0.00034,0.00030000000000000003,0.8823529411764706,0.22102033803005275
51.0,0.00030000000000000003,0.00034,1.1333333333333333,0.2838883452919344
53.0,0.00038,0.00035000000000000005,0.9210526315789475,0.2157844063995267
55.0,0.00037000000000000005,0.00033000000000000005,0.8918918918918919,0.21355188234183342
57.0,0.00036,0.00039000000000000005,1.0833333333333335,0.25038550524055486
59.0,0.00031,0.00032,1.0322580645161292,0.2601373567866763
61.0,0.00042,0.00028000000000000003,0.6666666666666667,0.16265001215808886
63.0,0.00033000000000000005,0.00038,1.1515151515151514,0.2739996845654075
65.0,0.00027,0.0004,1.4814814814814816,0.36899607854254973
67.0,0.00043000000000000004,0.00037000000000000005,0.8604651162790697,0.19294928437239442
69.0,0.00041000000000000005,0.00033000000000000005,0.8048780487804879,0.1882335551194491
71.0,0.00048000000000000007,0.00054,1.1249999999999998,0.22316963839196408
73.0,0.00041000000000000005,0.00041000000000000005,1.0,0.22086305214969307
75.0,0.00055,0.0005,0.9090909090909091,0.17763789471243535
77.0,0.0005300000000000001,0.00046,0.8679245283018867,0.1748971403981003
79.0,0.00051,0.0005,0.9803921568627451,0.1951148951661574
81.0,0.00055,0.0005200000000000001,0.9454545454545455,0.18287297344804954
83.0,0.00067,0.00084,1.2537313432835822,0.20536002693541405
85.0,0.00063,0.00071,1.126984126984127,0.19506113610045042
87.0,0.0006100000000000001,0.0007800000000000001,1.278688524590164,0.21855459862951954
89.0,0.0007800000000000001,0.0007400000000000001,0.9487179487179487,0.15395569188341757
91.0,0.0007400000000000001,0.00067,0.9054054054054053,0.15268605635300003
93.0,0.0005200000000000001,0.0004900000000000001,0.9423076923076924,0.18760901852655928
95.0,0.0006000000000000001,0.0006600000000000001,1.1,0.19621416870348585
97.0,0.0006100000000000001,0.00064,1.0491803278688525,0.1877371587914322
99.0,0.0006000000000000001,0.00064,1.0666666666666667,0.19167874358086956
101.0,0.0008,0.0008500000000000001,1.0625,0.16550703346081702
103.0,0.0007700000000000001,0.0007700000000000001,1.0,0.16116459280507606
105.0,0.0008,0.0007300000000000001,0.9125000000000001,0.14769716694980986
107.0,0.0005700000000000001,0.0007700000000000001,1.3508771929824561,0.23603993059094727
109.0,0.0008700000000000001,0.00071,0.8160919540229884,0.13052053308513623
111.0,0.00079,0.0007700000000000001,0.9746835443037976,0.15608710469204187
113.0,0.00097,0.0008700000000000001,0.8969072164948454,0.13243748852168605
115.0,0.00088,0.00099,1.125,0.16482170118591236
117.0,0.0009100000000000001,0.0009600000000000001,1.054945054945055,0.154345627699941
119.0,0.0009500000000000001,0.0008700000000000001,0.9157894736842106,0.1358970133979177
121.0,0.021140000000000003,0.02128,1.0066225165562912,0.030911043724245846
123.0,0.0005600000000000001,0.00055,0.9821428571428571,0.18644931564156247
125.0,0.0005300000000000001,0.0007300000000000001,1.3773584905660377,0.248560948909214
127.0,0.00075,0.00051,0.68,0.1234179889643321
129.0,0.00054,0.0004900000000000001,0.9074074074074076,0.17903008284484032
131.0,0.0006600000000000001,0.0006500000000000001,0.9848484848484849,0.17209823757997628
133.0,0.0006500000000000001,0.00068,1.0461538461538462,0.18147225751003845
135.0,0.00058,0.0004,0.6896551724137931,0.1417428116069974
137.0,0.00062,0.0006100000000000001,0.9838709677419356,0.17743117924838916
139.0,0.0005300000000000001,0.00046,0.8679245283018867,0.1748971403981003
141.0,0.00048000000000000007,0.00059,1.2291666666666665,0.23892194336885036
143.0,0.0006600000000000001,0.0006000000000000001,0.9090909090909091,0.16216047000288084
145.0,0.0006600000000000001,0.00035000000000000005,0.5303030303030303,0.11088653320505817
147.0,0.0006100000000000001,0.0006500000000000001,1.0655737704918034,0.18995345550915246
149.0,0.0006100000000000001,0.0007000000000000001,1.1475409836065573,0.20099715733505982
151.0,0.00068,0.00079,1.1617647058823528,0.19218028980607
153.0,0.0005,0.0006000000000000001,1.2000000000000002,0.22978250586152119
155.0,0.00068,0.00055,0.8088235294117647,0.14667987507523417
157.0,0.00075,0.0005700000000000001,0.7600000000000001,0.13354649627252177
159.0,0.00064,0.0005600000000000001,0.875,0.16010860571811875
161.0,0.00059,0.0006000000000000001,1.0169491525423728,0.18645373540758328
163.0,0.0007400000000000001,0.00059,0.7972972972972973,0.13915674020904045
165.0,0.0006600000000000001,0.00054,0.818181818181818,0.150131422517231
167.0,0.0007700000000000001,0.00076,0.987012987012987,0.15959395000190799
169.0,0.00068,0.0007300000000000001,1.0735294117647058,0.1809287644061551
171.0,0.0006100000000000001,0.00059,0.9672131147540983,0.17661267819753282
173.0,0.0006900000000000001,0.00054,0.7826086956521738,0.14219220846193942
175.0,0.0006000000000000001,0.0006000000000000001,1.0,0.18257418583505536
177.0,0.0005700000000000001,0.0006100000000000001,1.0701754385964912,0.19714857288090343
179.0,0.0004900000000000001,0.0006000000000000001,1.2244897959183672,0.2357733716519618
181.0,0.0007000000000000001,0.00071,1.0142857142857142,0.17084082919865143
183.0,0.00062,0.0005700000000000001,0.9193548387096776,0.1687032209077658
185.0,0.0005,0.00068,1.36,0.2533614019538099
187.0,0.0007000000000000001,0.00075,1.0714285714285714,0.17806049353688924
189.0,0.00068,0.00063,0.926470588235294,0.16201027287237546
191.0,0.00054,0.0007000000000000001,1.2962962962962965,0.23478439219087927
193.0,0.00058,0.00063,1.0862068965517242,0.19766099150628008
195.0,0.00071,0.0006600000000000001,0.9295774647887325,0.15894421591325236
197.0,0.00068,0.0006600000000000001,0.9705882352941178,0.16771078737734035
199.0,0.0005700000000000001,0.00055,0.9649122807017543,0.18238036165781488
201.0,0.0005200000000000001,0.00058,1.1153846153846152,0.21301261499395638
203.0,0.00058,0.0005300000000000001,0.913793103448276,0.17364306132854873
205.0,0.00067,0.00055,0.8208955223880597,0.14936507319490652
207.0,0.00068,0.0005300000000000001,0.7794117647058825,0.14281283842373702
209.0,0.00055,0.0005,0.9090909090909091,0.17763789471243535
211.0,0.0005200000000000001,0.00058,1.1153846153846152,0.21301261499395638
213.0,0.0006100000000000001,0.0006000000000000001,0.9836065573770492,0.17884366362246268
215.0,0.0006500000000000001,0.00055,0.8461538461538461,0.15502506881716274
217.0,0.0006100000000000001,0.00064,1.0491803278688525,0.1877371587914322
219.0,0.00048000000000000007,0.0005600000000000001,1.1666666666666665,0.2294821061369209
221.0,0.0005600000000000001,0.00046,0.8214285714285714,0.16345453001346946
223.0,0.00071,0.0007000000000000001,0.9859154929577466,0.1660623017404071
225.0,0.00051,0.00055,1.0784313725490196,0.20964234706584012
227.0,0.0005200000000000001,0.0005,0.9615384615384615,0.19044960339620906
229.0,0.00048000000000000007,0.00046,0.9583333333333333,0.19773383367922012
231.0,0.0005,0.00048000000000000007,0.9600000000000001,0.19398969044771427
233.0,0.00045000000000000004,0.0005600000000000001,1.2444444444444445,0.24913568011351594
235.0,0.00051,0.0004900000000000001,0.9607843137254903,0.19219530565090334
237.0,0.0005,0.00035000000000000005,0.7000000000000001,0.15427248620541514
239.0,0.00046,0.00046,1.0,0.20851441405707477
241.0,0.00047000000000000004,0.0005300000000000001,1.1276595744680853,0.22593897172417893
243.0,0.00035000000000000005,0.0004,1.1428571428571428,0.26452002850644324
245.0,0.0056500000000000005,0.005770000000000001,1.0212389380530973,0.060443316628410855
247.0,0.00045000000000000004,0.00030000000000000003,0.6666666666666666,0.15713484026367722
249.0,0.00041000000000000005,0.00042,1.024390243902439,0.22489919778321812
251.0,0.00046,0.00045000000000000004,0.9782608695652174,0.2051115920286211
253.0,0.00027,0.00032,1.1851851851851853,0.30971008596258076
255.0,0.00037000000000000005,0.00029,0.7837837837837837,0.19438752069737014
257.0,0.00039000000000000005,0.00032,0.8205128205128205,0.19570740255241612
259.0,0.00038,0.00032,0.8421052631578948,0.2020452357762933
261.0,0.00032,0.00042,1.3125,0.3079750522566722
263.0,0.00036,0.00039000000000000005,1.0833333333333335,0.25038550524055486
265.0,0.00041000000000000005,0.00032,0.7804878048780488,0.18410290192870624
267.0,0.00039000000000000005,0.0004,1.0256410256410255,0.23080575355663505
269.0,0.0004900000000000001,0.00034,0.693877551020408,0.1548760931229554
271.0,0.00031,0.00035000000000000005,1.1290322580645162,0.27846040419367074
273.0,0.00034,0.00031,0.9117647058823529,0.22642227498864143
275.0,0.0004,0.00029,0.725,0.17682088394756995
277.0,0.00039000000000000005,0.00032,0.8205128205128205,0.19570740255241612
279.0,0.00045000000000000004,0.00037000000000000005,0.8222222222222223,0.18246896874313676
281.0,0.00030000000000000003,0.00027,0.8999999999999999,0.23874672772626643
283.0,0.00034,0.00044,1.2941176470588234,0.2954984886737449
285.0,0.0004,0.00030000000000000003,0.75,0.181142209327368
287.0,0.00039000000000000005,0.00042,1.0769230769230769,0.23948054845974034
289.0,0.00034,0.00038,1.1176470588235294,0.2638394123281419
291.0,0.00038,0.00027,0.7105263157894737,0.17883938407194466
293.0,0.00026000000000000003,0.00025,0.9615384615384615,0.26933641207149595
295.0,0.00055,0.00062,1.1272727272727272,0.20880684980603573
297.0,0.00031,0.00032,1.0322580645161292,0.2601373567866763
299.0,0.00034,0.00030000000000000003,0.8823529411764706,0.22102033803005275
301.0,0.00036,0.00033000000000000005,0.9166666666666667,0.2209163016748176
303.0,0.00030000000000000003,0.00031,1.0333333333333332,0.2646451152714462
305.0,0.00044,0.00035000000000000005,0.7954545454545455,0.18016422302360974
307.0,0.00026000000000000003,0.00024000000000000003,0.9230769230769231,0.2612947001872144
309.0,0.00034,0.00029,0.8529411764705882,0.2156010631719407
311.0,0.00038,0.00029,0.763157894736842,0.1881746016641831
313.0,0.00034,0.00026000000000000003,0.7647058823529412,0.19922504042193473
315.0,0.00033000000000000005,0.00034,1.0303030303030303,0.25177114214462143
317.0,0.00031,0.00030000000000000003,0.9677419354838711,0.24784662200239502
319.0,0.00031,0.00038,1.2258064516129032,0.2966701170263199
