energy_keV,g4_10_per_primary,g4_11_per_primary,ratio,approx_ratio_error
1.0,0.00025,0.00024000000000000003,0.9600000000000001,0.274342851191716
3.0,0.00028000000000000003,0.00033000000000000005,1.1785714285714286,0.30282019894039003
5.0,0.00032,0.00026000000000000003,0.8125,0.21452390965228096
7.0,0.00019,0.00042,2.2105263157894735,0.6111659654251586
9.0,0.00025,0.00031,1.24,0.33332266649599457
11.0,0.00045000000000000004,0.00027,0.6,0.1460593486680443
13.0,0.00031,0.00038,1.2258064516129032,0.2966701170263199
15.0,0.00034,0.00033000000000000005,0.9705882352941178,0.2371788700653052
17.0,0.00031,0.00029,0.935483870967742,0.24167519817552335
19.0,0.00044,0.00031,0.7045454545454545,0.16520852884007722
21.0,0.00035000000000000005,0.00023,0.657142857142857,0.17639076683292323
23.0,0.00046,0.00030000000000000003,0.6521739130434783,0.1530490633110493
25.0,0.00031,0.00032,1.0322580645161292,0.2601373567866763
27.0,0.00042,0.00041000000000000005,0.9761904761904763,0.21431720605078777
29.0,0.00046,0.00045000000000000004,0.9782608695652174,0.2051115920286211
31.0,0.00044,0.00043000000000000004,0.9772727272727273,0.20956311214393158
33.0,0.00030000000000000003,0.00038,1.2666666666666666,0.30936015209413076
35.0,0.00036,0.00023,0.6388888888888888,0.17054389311475798
37.0,0.00033000000000000005,0.00039000000000000005,1.1818181818181819,0.27952949628574814
39.0,0.0004,0.00030000000000000003,0.75,0.181142209327368
41.0,0.00029,0.0004,1.3793103448275863,0.3364012060833673
43.0,0.00038,0.00041000000000000005,1.0789473684210527,0.24295737075959423
45.0,0.00042,0.00033000000000000005,0.7857142857142858,0.18277368418541393
47.0,0.0004,0.00044,1.1,0.24031229681395833
49.0,0.00036,0.0004,1.1111111111111112,0.25526016207574487
51.0,0.00035000000000000005,0.0004,1.1428571428571428,0.26452002850644324
53.0,0.00044,0.00036,0.8181818181818182,0.1838726897627024
55.0,0.00055,0.00045000000000000004,0.8181818181818182,0.1644607334060529
57.0,0.00058,0.00036,0.6206896551724138,0.13169618270136552
59.0,0.00036,0.00034,0.9444444444444444,0.2258576095861198
61.0,0.00046,0.00045000000000000004,0.9782608695652174,0.2051115920286211
63.0,0.00045000000000000004,0.00045000000000000004,1.0,0.21081851067789195
65.0,0.00043000000000000004,0.00046,1.069767441860465,0.22691919581828549
67.0,0.00045000000000000004,0.00036,0.7999999999999999,0.17888543819998315
69.0,0.00054,0.00046,0.8518518518518519,0.17091818647979581
71.0,0.00043000000000000004,0.0005700000000000001,1.3255813953488373,0.2677532459596877
73.0,0.00058,0.0005600000000000001,0.9655172413793104,0.18088578911319667
75.0,0.00046,0.00055,1.1956521739130435,0.23889402302458349
77.0,0.0005,0.00054,1.08,0.21196226079186833
79.0,0.00054,0.00039000000000000005,0.7222222222222223,0.15176902287832408
