energy_keV,g4_10_per_primary,g4_11_per_primary,ratio,approx_ratio_error
1.0,0.0006900000000000001,0.0005300000000000001,0.7681159420289856,0.14029565274846129
3.0,0.0007300000000000001,0.00058,0.7945205479452054,0.13975435636861153
5.0,0.00062,0.0008,1.2903225806451613,0.21832407632395673
7.0,0.00054,0.0008100000000000001,1.5,0.263523138347365
9.0,0.0008600000000000001,0.00064,0.7441860465116279,0.12285361483613355
11.0,0.0008,0.0009800000000000002,1.225,0.18458145221012867
13.0,0.0008700000000000001,0.00103,1.1839080459770115,0.17239177205564105
15.0,0.00097,0.00088,0.9072164948453608,0.1335579052520212
17.0,0.0008500000000000001,0.00092,1.0823529411764705,0.16283664967039918
19.0,0.0008,0.0009500000000000001,1.1875,0.18019629054173122
21.0,0.00099,0.0008300000000000001,0.8383838383838385,0.12477338241007606
23.0,0.001,0.00097,0.9700000000000001,0.13823530663329106
25.0,0.0009400000000000001,0.00102,1.0851063829787233,0.15514448466139524
27.0,0.0008600000000000001,0.0008600000000000001,1.0,0.15249857033260467
29.0,0.0009400000000000001,0.0009500000000000001,1.0106382978723405,0.14702829612590795
31.0,0.00071,0.00109,1.5352112676056338,0.23413264880503917
33.0,0.0008200000000000001,0.0008600000000000001,1.048780487804878,0.16187623243358382
35.0,0.0009800000000000002,0.0008900000000000001,0.9081632653061223,0.13297704964474288
37.0,0.00084,0.0009000000000000001,1.0714285714285714,0.1625462481844285
39.0,0.0011,0.0011500000000000002,1.0454545454545456,0.1394283704033305
41.0,0.0008900000000000001,0.0007800000000000001,0.8764044943820225,0.13593163070625258
43.0,0.00107,0.00079,0.7383177570093458,0.1095202310216436
45.0,0.00103,0.001,0.9708737864077669,0.13629884696823058
47.0,0.0009100000000000001,0.0009100000000000001,1.0,0.14824986333222023
49.0,0.00107,0.0008900000000000001,0.8317757009345795,0.11932937678746179
51.0,0.00103,0.00093,0.9029126213592232,0.12915572835414382
53.0,0.00109,0.0009600000000000001,0.8807339449541285,0.12327437238778281
55.0,0.00117,0.00109,0.9316239316239316,0.1240191287147491
57.0,0.001,0.00109,1.09,0.15093376030563874
59.0,0.0010600000000000002,0.0009400000000000001,0.8867924528301886,0.12563774321837873
61.0,0.0011400000000000002,0.0009000000000000001,0.7894736842105262,0.11132150303274303
63.0,0.0009600000000000001,0.0012200000000000002,1.2708333333333333,0.173380923788623
65.0,0.00101,0.0013100000000000002,1.297029702970297,0.17175032976916513
67.0,0.00109,0.00079,0.7247706422018348,0.1070909382061196
69.0,0.0010500000000000002,0.0008300000000000001,0.7904761904761904,0.1161004818572479
71.0,0.0012200000000000002,0.00079,0.6475409836065573,0.09351296522086774
73.0,0.0010600000000000002,0.00109,1.0283018867924527,0.14027286942905953
75.0,0.0010400000000000001,0.0010600000000000002,1.0192307692307694,0.1406735900729578
77.0,0.00116,0.0011300000000000001,0.9741379310344829,0.1287567420301925
79.0,0.00135,0.00133,0.9851851851851852,0.12036287831490464
81.0,0.0010500000000000002,0.00109,1.038095238095238,0.1419502582714988
83.0,0.00119,0.00108,0.907563025210084,0.1206158451461667
85.0,0.00116,0.0011500000000000002,0.9913793103448277,0.13045716192538448
87.0,0.00128,0.0015300000000000001,1.1953125,0.14318051523383674
89.0,0.00135,0.00142,1.0518518518518518,0.12643968464276997
91.0,0.00124,0.00134,1.0806451612903225,0.13465724487027242
93.0,0.00118,0.0016400000000000002,1.3898305084745763,0.16777353962908403
95.0,0.0013800000000000002,0.0014800000000000002,1.0724637681159421,0.12690982482830904
97.0,0.0014700000000000002,0.00128,0.8707482993197279,0.10526774738757319
99.0,0.0014900000000000002,0.0013800000000000002,0.9261744966442953,0.10942110316560165
101.0,0.0012300000000000002,0.00168,1.3658536585365852,0.16208523992209947
103.0,0.0014600000000000001,0.00141,0.9657534246575341,0.1140305505175591
105.0,0.0013700000000000001,0.00152,1.1094890510948905,0.13070429671407385
107.0,0.0013100000000000002,0.0015500000000000002,1.1832061068702289,0.14042418829409414
109.0,0.00142,0.00152,1.0704225352112677,0.12492890764546302
111.0,0.0013800000000000002,0.0016500000000000002,1.1956521739130435,0.13792552850103593
113.0,0.0016500000000000002,0.00158,0.9575757575757575,0.10658691400356468
115.0,0.0015300000000000001,0.0015300000000000001,1.0,0.1143323900950059
117.0,0.00136,0.0017100000000000001,1.2573529411764706,0.14446374875678897
119.0,0.0015700000000000002,0.00159,1.0127388535031847,0.11394430528270165
121.0,0.00143,0.00194,1.3566433566433567,0.1495242935512934
123.0,0.0017100000000000001,0.00169,0.9883040935672515,0.10719848440190069
125.0,0.00176,0.0018700000000000001,1.0625,0.11158481919598205
127.0,0.00186,0.0016300000000000002,0.8763440860215054,0.09402364845304272
129.0,0.00186,0.00167,0.8978494623655914,0.09571415551975056
131.0,0.0019600000000000004,0.0016500000000000002,0.8418367346938775,0.08894293695139847
133.0,0.0019600000000000004,0.0016200000000000001,0.8265306122448979,0.08776369784426884
135.0,0.0017300000000000002,0.00159,0.9190751445086704,0.10097141659759112
137.0,0.0016400000000000002,0.0018200000000000002,1.1097560975609757,0.11948350977239039
139.0,0.0016200000000000001,0.00169,1.0432098765432098,0.11470565452228526
141.0,0.0019000000000000002,0.00197,1.0368421052631578,0.10542854044102436
143.0,0.0018800000000000002,0.00167,0.8882978723404255,0.0944573241009025
145.0,0.00194,0.0016200000000000001,0.8350515463917526,0.08887506090658692
147.0,0.0017800000000000001,0.0017100000000000001,0.9606741573033708,0.10286811109305663
149.0,0.0018000000000000002,0.0018100000000000002,1.0055555555555555,0.10584835932345746
151.0,0.0017800000000000001,0.0018200000000000002,1.0224719101123596,0.10778465622913856
153.0,0.0017000000000000001,0.00205,1.2058823529411764,0.1250890177639655
155.0,0.0017900000000000001,0.00177,0.9888268156424581,0.10481708694172943
157.0,0.0019500000000000001,0.00206,1.0564102564102564,0.10554894079948181
159.0,0.0016600000000000002,0.0017900000000000001,1.078313253012048,0.1161913856540219
161.0,0.00169,0.0019000000000000002,1.1242603550295858,0.1188759410249238
163.0,0.0017800000000000001,0.0017800000000000001,1.0,0.105999788000636
165.0,0.0018100000000000002,0.00199,1.0994475138121547,0.11292769772749509
167.0,0.0018800000000000002,0.00215,1.1436170212765957,0.11419181587076413
169.0,0.0018200000000000002,0.0018100000000000002,0.9945054945054945,0.10439639885549273
171.0,0.00168,0.0019500000000000001,1.1607142857142858,0.122181849705565
173.0,0.00219,0.00175,0.7990867579908676,0.08102162755368783
175.0,0.00198,0.0018900000000000002,0.9545454545454547,0.09707079784693554
177.0,0.0017200000000000002,0.0019000000000000002,1.1046511627906976,0.11626216751140846
179.0,0.0019500000000000001,0.00198,1.0153846153846153,0.10244174160616612
181.0,0.0018100000000000002,0.00204,1.12707182320442,0.11508734895183344
183.0,0.00168,0.0019200000000000003,1.142857142857143,0.12073632210407381
185.0,0.0019000000000000002,0.00185,0.9736842105263157,0.10057061285627732
187.0,0.0018800000000000002,0.00202,1.074468085106383,0.10888579198824444
189.0,0.00193,0.00202,1.0466321243523315,0.10535090459437398
191.0,0.00194,0.0018000000000000002,0.9278350515463918,0.09602171507047079
193.0,0.00159,0.00161,1.0125786163522013,0.1132119421286487
195.0,0.002,0.00205,1.0250000000000001,0.10187308280404594
197.0,0.00193,0.0021000000000000003,1.0880829015544042,0.10849911778752284
199.0,0.0018800000000000002,0.0019100000000000002,1.0159574468085106,0.10437572730117804
201.0,0.00198,0.0021000000000000003,1.0606060606060608,0.10506109998136698
203.0,0.0020900000000000003,0.00215,1.0287081339712918,0.09992697235084073
205.0,0.00203,0.00218,1.0738916256157636,0.1047430552898161
207.0,0.00199,0.0020700000000000002,1.0402010050251258,0.1032686678922666
209.0,0.00204,0.00205,1.0049019607843137,0.09937870505048917
211.0,0.00201,0.00222,1.1044776119402986,0.10753567977173147
213.0,0.00186,0.0020700000000000002,1.1129032258064517,0.11243772029551259
215.0,0.00214,0.00199,0.9299065420560748,0.09157583852197893
217.0,0.00218,0.0020700000000000002,0.9495412844036698,0.09214990617085031
219.0,0.00221,0.00217,0.9819004524886877,0.09383795002366227
221.0,0.0021300000000000004,0.0018100000000000002,0.8497652582159624,0.08590491119024983
223.0,0.00214,0.002,0.9345794392523364,0.09191671787993912
225.0,0.0020800000000000003,0.0024200000000000003,1.1634615384615385,0.11000664949178221
227.0,0.00217,0.0023000000000000004,1.0599078341013826,0.10030626949477242
229.0,0.00206,0.0023000000000000004,1.1165048543689322,0.10710415818254608
231.0,0.002,0.00205,1.0250000000000001,0.10187308280404594
